0.021262,-0.040816,0.010207
0.021262,-0.040816,0.01603
0.021262,-0.040816,0.0069265
0.021262,-0.040816,0.006992
0.021262,-0.040816,0.0068958
0.021262,-0.040816,0.00692
0.021262,-0.040816,0.0066547
0.021262,-0.040816,0.0077728
0.021262,-0.040816,0.0066821
0.021262,-0.040816,0.0065941
0.021262,-0.040816,0.0066463
0.021262,-0.040816,0.0064926
0.021262,-0.040816,0.007275
0.021262,-0.040816,0.0065699
0.021262,-0.040816,0.006479
0.021262,-0.040816,0.0066323
0.021262,-0.040816,0.0068135
0.021262,-0.040816,0.0067673
0.021262,-0.040816,0.0064766
0.021262,-0.040816,0.006616
0.021262,-0.040816,0.0070938
0.021262,-0.040816,0.0064743
0.021262,-0.040816,0.006586
0.021262,-0.040816,0.0066889
0.021262,-0.040816,0.006504
0.021262,-0.040816,0.0065972
0.021262,-0.040816,0.0068007
0.021262,-0.040816,0.0066425
0.021237,-0.04079,0.006485
0.021237,-0.04079,0.0067274
0.021237,-0.04079,0.0071126
0.021237,-0.04079,0.0067981
0.021237,-0.04079,0.0065833
0.021262,-0.040765,0.0064479
0.021262,-0.040765,0.0064375
0.021262,-0.040765,0.006611
0.021262,-0.040765,0.0068415
0.021262,-0.040765,0.0070831
0.021262,-0.040765,0.0067238
0.021262,-0.040765,0.0064929
0.021262,-0.040765,0.0065351
0.021262,-0.040765,0.0068698
0.021262,-0.040765,0.0065843
0.021262,-0.040765,0.0065132
0.021262,-0.040765,0.0069114
0.021262,-0.040765,0.0068948
0.021262,-0.040765,0.006906
0.021262,-0.040765,0.0065649
0.021262,-0.040765,0.0064313
0.021262,-0.040765,0.0065437
0.021262,-0.040765,0.0064997
0.021262,-0.040765,0.0067344
0.021262,-0.040765,0.0065263
0.021262,-0.040765,0.0064294
0.021262,-0.040765,0.0064205
0.021262,-0.040765,0.0065625
0.021262,-0.040765,0.0064645
0.021262,-0.040765,0.0065453
0.021262,-0.040765,0.0064271
0.021262,-0.040765,0.0064184
0.021262,-0.040765,0.0066353
0.021262,-0.040765,0.0065194
0.021262,-0.040765,0.0068895
0.021262,-0.040765,0.0068664
0.021262,-0.040765,0.0070196
0.021262,-0.040765,0.0069892
0.021262,-0.040765,0.0067202
0.021262,-0.040765,0.0071195
0.021262,-0.040765,0.006836
0.021262,-0.040765,0.0070891
0.021262,-0.040765,0.0069158
